"id","source_website_address","city","zbkzj","kbjj","k1","k2"
"ah-huainan-0adb771b-95fb-4bc6-a8c5-65582ac717b8-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230331/0adb771b-95fb-4bc6-a8c5-65582ac717b8-1KB.html","淮南市","4152156.44","3630894.72","0.4","0.92"
"ah-huainan-0af4d2d7-c8d7-42c0-bdf2-f93e36a34820-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230625/0af4d2d7-c8d7-42c0-bdf2-f93e36a34820-1KB.html","淮南市",,,"0",
"ah-huainan-0b295c7c-dbf5-404b-90d4-569708517d6c-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230607/0b295c7c-dbf5-404b-90d4-569708517d6c-1KB.html","淮南市",,"3008000.00","0",
"ah-huainan-0b80e0d5-06c5-4f16-a6df-2d97c86e7e31","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211103/0b80e0d5-06c5-4f16-a6df-2d97c86e7e31.html","淮南市","18000000.0","15354225.99",,
"ah-huainan-0b9bf07f-cb30-4ffa-bb46-c4ac7d244067-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230616/0b9bf07f-cb30-4ffa-bb46-c4ac7d244067-1KB.html","淮南市",,,,
"ah-huainan-0bfb7fd8-bfe7-44ad-86bf-a7c43595eacb-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230529/0bfb7fd8-bfe7-44ad-86bf-a7c43595eacb-1KB.html","淮南市",,"1200000.00","0",
"ah-huainan-0c699c5d-91c6-482f-88e2-fb19a9b85f80-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230309/0c699c5d-91c6-482f-88e2-fb19a9b85f80-1KB.html","淮南市","860000","600000",,
"ah-huainan-0db33b10-acc5-4864-a346-fc1681a76826-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221208/0db33b10-acc5-4864-a346-fc1681a76826-1KB.html","淮南市","12342284.40","11322811.71","0.5","0.96"
"ah-huainan-0f53a9ea-3bd1-4c04-ace0-28c6a1aa85e2-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221229/0f53a9ea-3bd1-4c04-ace0-28c6a1aa85e2-1KB.html","淮南市",,"18459347.29","0",
"ah-huainan-108e768d-ba9e-47ee-9af3-8ed5ff9b6821-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230505/108e768d-ba9e-47ee-9af3-8ed5ff9b6821-1KB.html","淮南市","16990192.15","15430492.51","0.55","-9.4"
"ah-huainan-11133c70-93ab-4dc9-a0e3-959c1ea5acbf-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221103/11133c70-93ab-4dc9-a0e3-959c1ea5acbf-1KB.html","淮南市","143465000.0","135144423.28",,
"ah-huainan-11194508-cd43-4cab-8e2a-295625028147-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221110/11194508-cd43-4cab-8e2a-295625028147-1KB.html","淮南市","4600000.0","3398569.71","0",
"ah-huainan-112a85b0-44d8-4fd2-9f91-aa21bb234692","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20210624/112a85b0-44d8-4fd2-9f91-aa21bb234692.html","淮南市",,,,
"ah-huainan-11461950-e1ff-4532-b0f2-5a95e5f3fbec-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221031/11461950-e1ff-4532-b0f2-5a95e5f3fbec-1KB.html","淮南市","4000000.0","3720000",,
"ah-huainan-11931e0e-7ca8-4da1-8134-ab2b3233e30c-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230228/11931e0e-7ca8-4da1-8134-ab2b3233e30c-1KB.html","淮南市",,"2745735.49",,
"ah-huainan-124ceb33-21af-41a5-b876-fc94debf5a41-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221114/124ceb33-21af-41a5-b876-fc94debf5a41-1KB.html","淮南市","31000000.0","21518296.37","0",
"ah-huainan-128986e7-17dc-481d-abc1-abae155bfa52-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20221207/128986e7-17dc-481d-abc1-abae155bfa52-1KB.html","淮南市",,"868000","100",
"ah-huainan-129d3cb6-93fa-4e2e-8e57-b59f246b8233-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230529/129d3cb6-93fa-4e2e-8e57-b59f246b8233-1KB.html","淮南市","300000000.0","264675766.73","0",
"ah-huainan-13026176-0062-411e-9602-9b71394cf4fa-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20221108/13026176-0062-411e-9602-9b71394cf4fa-1KB.html","淮南市",,"1080000","100",
"ah-huainan-13307527-12ef-43f6-914f-b7960419f718-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230612/13307527-12ef-43f6-914f-b7960419f718-1KB.html","淮南市","3680000.0","1779471.12","0.3",
"ah-huainan-13640613-2ffc-42fe-b2c1-37d2fabe03f1-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230223/13640613-2ffc-42fe-b2c1-37d2fabe03f1-1KB.html","淮南市","6300000.0","5615941.95","0",
"ah-huainan-13dac4ad-1e01-4a27-9ca2-baeeabee606e-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230209/13dac4ad-1e01-4a27-9ca2-baeeabee606e-1KB.html","淮南市","15050000.0","11182345.15",,
"ah-huainan-13eeb8a4-e2f3-479c-acbc-576b27c25027-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230118/13eeb8a4-e2f3-479c-acbc-576b27c25027-1KB.html","淮南市","12860000.0","4973381.16","0",
"ah-huainan-165ce92a-0e90-42e2-a9a4-cc6cf381adef","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20220512/165ce92a-0e90-42e2-a9a4-cc6cf381adef.html","淮南市",,,,
"ah-huainan-17d3a302-e515-4f25-bd05-bf99ef6212e1","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211103/17d3a302-e515-4f25-bd05-bf99ef6212e1.html","淮南市","9040000.0","7680738.03","0",
"ah-huainan-17f266f6-0c80-46ef-a152-96230829432f-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230201/17f266f6-0c80-46ef-a152-96230829432f-1KB.html","淮南市",,"1987762.57",,
"ah-huainan-185467e0-69f4-4ef1-93df-ae24dd55a693-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230614/185467e0-69f4-4ef1-93df-ae24dd55a693-1KB.html","淮南市",,"1959716.85","0",
"ah-huainan-18a40198-7742-4d3d-b3f1-aa033a4382a2-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230104/18a40198-7742-4d3d-b3f1-aa033a4382a2-1KB.html","淮南市","2200000","1766800",,
"ah-huainan-18b32312-1ed4-4b7f-87b9-38284e00ac18-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230525/18b32312-1ed4-4b7f-87b9-38284e00ac18-1KB.html","淮南市","7002818.85","6126853.75",,
"ah-huainan-18b7d920-6cfb-4313-b0ee-d915c12e14f8","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20210907/18b7d920-6cfb-4313-b0ee-d915c12e14f8.html","淮南市","11980500.0","9913028.02",,
"ah-huainan-196353c7-92eb-4723-b0fd-ce0c6d8b7f60-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230517/196353c7-92eb-4723-b0fd-ce0c6d8b7f60-1KB.html","淮南市","367497192.35999995","330747473.12","0",
"ah-huainan-1971435b-eb1f-4037-8c63-7f897148cb7d-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230626/1971435b-eb1f-4037-8c63-7f897148cb7d-1KB.html","淮南市",,,,
"ah-huainan-1a947afd-9f6b-4825-968c-5a9a4d798814-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221111/1a947afd-9f6b-4825-968c-5a9a4d798814-1KB.html","淮南市","200043878.35","102225240.13",,
"ah-huainan-1acab336-8649-49ea-b732-d1f904917941-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230322/1acab336-8649-49ea-b732-d1f904917941-1KB.html","淮南市",,"2112000.00","0",
"ah-huainan-1b6222a9-4f98-484e-8fd5-edccb86b3d0a-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230606/1b6222a9-4f98-484e-8fd5-edccb86b3d0a-1KB.html","淮南市","2346938.71","2942926.71","0.2",
"ah-huainan-1c9c5b1f-52c2-49dd-b11b-2cd215efa92e-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230504/1c9c5b1f-52c2-49dd-b11b-2cd215efa92e-1KB.html","淮南市","4330067.96","4000349.77","0.6","0.96"
"ah-huainan-1ca31d8a-3fe2-4441-aedd-db716e74e615-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230329/1ca31d8a-3fe2-4441-aedd-db716e74e615-1KB.html","淮南市","426680925.13","385868667.79",,
"ah-huainan-1ce5916d-e94c-4000-bd4e-88535d8326d0","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221011/1ce5916d-e94c-4000-bd4e-88535d8326d0.html","淮南市","3843750.89","3803321.24","0",
"ah-huainan-1dfc4f0d-5eb1-4d93-8fac-076d79eb04a0-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230331/1dfc4f0d-5eb1-4d93-8fac-076d79eb04a0-1KB.html","淮南市","4152156.44","5001823.93","0.4","0.92"
"ah-huainan-1f51a447-c465-4ca6-8eae-01f82c03937d-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221219/1f51a447-c465-4ca6-8eae-01f82c03937d-1KB.html","淮南市",,"4764500.00",,
"ah-huainan-2004c6aa-f7bf-462e-9689-f89d1684324e-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221222/2004c6aa-f7bf-462e-9689-f89d1684324e-1KB.html","淮南市","6461304.38","6367600.00","1",
"ah-huainan-208d5744-b0b8-402c-99e8-306e9136c255","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20210825/208d5744-b0b8-402c-99e8-306e9136c255.html","淮南市",,"9966951.41","0.3",
"ah-huainan-21bc9e8c-66a4-422c-9397-80b4e845d9b6-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230612/21bc9e8c-66a4-422c-9397-80b4e845d9b6-1KB.html","淮南市","13467886.21","12255776.45","0",
"ah-huainan-22f43242-8525-42cf-9c6a-e3ce8b27db4a-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230322/22f43242-8525-42cf-9c6a-e3ce8b27db4a-1KB.html","淮南市",,"1995624.93","0",
"ah-huainan-23269dac-4509-4c31-94c7-bfc90cb3ab7d-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221103/23269dac-4509-4c31-94c7-bfc90cb3ab7d-1KB.html","淮南市","8514527.04","7729913.37","0.6","0.94"
"ah-huainan-235c0a8c-26e8-459d-9b97-9464850e1b75-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230207/235c0a8c-26e8-459d-9b97-9464850e1b75-1KB.html","淮南市",,"6560000","0",
"ah-huainan-23e0ba3c-6c08-4dea-831a-efd63e4709a8-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230209/23e0ba3c-6c08-4dea-831a-efd63e4709a8-1KB.html","淮南市",,"9000000.00","0",
"ah-huainan-2440d33b-0c99-4758-84ca-e97bbca84ee2-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230613/2440d33b-0c99-4758-84ca-e97bbca84ee2-1KB.html","淮南市",,"2290779.28","0",
"ah-huainan-2618e2a1-591e-4b1b-a8d8-6b5dae26c108-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230222/2618e2a1-591e-4b1b-a8d8-6b5dae26c108-1KB.html","淮南市","63000000.0","54902090.57","40",
"ah-huainan-26199afa-af91-4474-b1c5-495400c735c5-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230411/26199afa-af91-4474-b1c5-495400c735c5-1KB.html","淮南市",,"952924.82","0",
"ah-huainan-2781a7e9-368d-444f-909b-9ec2f817ffe9-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221129/2781a7e9-368d-444f-909b-9ec2f817ffe9-1KB.html","淮南市","18381258.39","15993657.26","0.55","0.92"
"ah-huainan-28a417c0-e30a-4668-8e54-c13842f23fa9-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230403/28a417c0-e30a-4668-8e54-c13842f23fa9-1KB.html","淮南市",,"4832974.06","0",
"ah-huainan-29037cc8-d29f-4e6f-b791-2675c818f4fe-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20220929/29037cc8-d29f-4e6f-b791-2675c818f4fe-1KB.html","淮南市","1040","9089600","-9.8","-13.4"
"ah-huainan-29f3fd2b-2a27-4489-bb94-c3948f2bbd89","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211104/29f3fd2b-2a27-4489-bb94-c3948f2bbd89.html","淮南市","11916088.47","10967567.84","0.35","0.98"
"ah-huainan-29fd9800-d38d-464a-9f02-e0e6673288dd","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211104/29fd9800-d38d-464a-9f02-e0e6673288dd.html","淮南市","9086353.56","8068278.53","-8.6","-13.8"
"ah-huainan-2aeaef35-166b-4735-8d0e-a55488b0a8f6-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230505/2aeaef35-166b-4735-8d0e-a55488b0a8f6-1KB.html","淮南市","873764663.70","786388197.33",,
"ah-huainan-2b1ed342-a961-4fc5-a017-848b0775ac88-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230526/2b1ed342-a961-4fc5-a017-848b0775ac88-1KB.html","淮南市","910810268.25","819729241.43",,
"ah-huainan-2bbc7ec5-7238-41a5-bef8-2d44c49e96dd-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230105/2bbc7ec5-7238-41a5-bef8-2d44c49e96dd-1KB.html","淮南市","20000000.0","19503454.00","0",
"ah-huainan-2bc3adab-3974-4305-9864-8a63b91adf8e-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230526/2bc3adab-3974-4305-9864-8a63b91adf8e-1KB.html","淮南市","106150598.65","95535538.88",,
"ah-huainan-2bd21167-a186-41e9-8585-2a1227470b16-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221108/2bd21167-a186-41e9-8585-2a1227470b16-1KB.html","淮南市","494130000.0","444717000","0",
"ah-huainan-2c274ece-c450-4e1f-9385-9208788535a4","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221010/2c274ece-c450-4e1f-9385-9208788535a4.html","淮南市",,,,
"ah-huainan-2c7392fe-c68d-4d1b-940b-047d52891b60-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230526/2c7392fe-c68d-4d1b-940b-047d52891b60-1KB.html","淮南市",,"41590596.6","-8","-13.6"
"ah-huainan-2d4a1826-697d-4a4e-b9b1-8783cfc3d33b-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230517/2d4a1826-697d-4a4e-b9b1-8783cfc3d33b-1KB.html","淮南市",,"1727200.00","0",
"ah-huainan-2d637d89-e0af-4726-9044-3756d98a7ebf-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230131/2d637d89-e0af-4726-9044-3756d98a7ebf-1KB.html","淮南市",,"6980000","0",
"ah-huainan-2dbe62f8-9967-44d1-bb3c-646acf40fb08-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230427/2dbe62f8-9967-44d1-bb3c-646acf40fb08-1KB.html","淮南市","17000000.0","14763547.11","0",
"ah-huainan-2dd360c2-b965-4a11-acc8-49f420ff0353-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230321/2dd360c2-b965-4a11-acc8-49f420ff0353-1KB.html","淮南市",,"2466420.00","15",
"ah-huainan-2ddcd17f-02d1-4b54-ba50-e8e995d20db9-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230220/2ddcd17f-02d1-4b54-ba50-e8e995d20db9-1KB.html","淮南市","1","3249208.25","0.1","-2"
"ah-huainan-2ec0055f-08ff-42b6-9a39-40ff17ba91d8-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221107/2ec0055f-08ff-42b6-9a39-40ff17ba91d8-1KB.html","淮南市","12000000.0","10704513.30","0",
"ah-huainan-3068def8-7b0c-429c-82d1-157767001433-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230209/3068def8-7b0c-429c-82d1-157767001433-1KB.html","淮南市","15000.0","1.1",,
"ah-huainan-318abb85-01be-4fda-8df2-6ce6df00878a-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230614/318abb85-01be-4fda-8df2-6ce6df00878a-1KB.html","淮南市",,,"0",
"ah-huainan-333a47bf-4e03-4dd4-acdd-80284cdfd8ab","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211210/333a47bf-4e03-4dd4-acdd-80284cdfd8ab.html","淮南市","1279138.11","1229800.66",,
"ah-huainan-33b67741-1bdd-4e1f-ba52-889877f11389-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230117/33b67741-1bdd-4e1f-ba52-889877f11389-1KB.html","淮南市","4832203.41","4210637.09","0.5","0.92"
"ah-huainan-341ef2e5-3ecd-4b70-bec1-e918cf0e8e72-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230614/341ef2e5-3ecd-4b70-bec1-e918cf0e8e72-1KB.html","淮南市",,,"0",
"ah-huainan-3454fba4-e646-43a9-a2d9-b2cd1ec2bb4f-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230609/3454fba4-e646-43a9-a2d9-b2cd1ec2bb4f-1KB.html","淮南市","5449815.22","5088492.47","0.4","0.98"
"ah-huainan-34dfc11a-d912-43ec-973e-e8714923fec2-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230627/34dfc11a-d912-43ec-973e-e8714923fec2-1KB.html","淮南市",,,"0.5","0.96"
"ah-huainan-351bd651-de8f-4698-b22e-81c9ee57b045","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20210730/351bd651-de8f-4698-b22e-81c9ee57b045.html","淮南市",,"3150000.00","100",
"ah-huainan-35cf1124-02fd-4921-b897-f8bbf5bd0753","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20210907/35cf1124-02fd-4921-b897-f8bbf5bd0753.html","淮南市","3006654.00","3005605.05",,
"ah-huainan-36bd2538-1dcb-4a56-b26c-f7a87d5e587f-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230509/36bd2538-1dcb-4a56-b26c-f7a87d5e587f-1KB.html","淮南市","1800000.0","1620000.00","0",
"ah-huainan-37e02bf0-e216-4d50-a161-d1e4b61d46e4-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230420/37e02bf0-e216-4d50-a161-d1e4b61d46e4-1KB.html","淮南市","38000000.0","9146218.19","0",
"ah-huainan-37ecffef-c8e9-42c3-9ab5-c3ecffd33850-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230627/37ecffef-c8e9-42c3-9ab5-c3ecffd33850-1KB.html","淮南市",,,,
"ah-huainan-39294b59-406e-4fc4-9bca-6b6a6aefb9cd-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230621/39294b59-406e-4fc4-9bca-6b6a6aefb9cd-1KB.html","淮南市",,,,
"ah-huainan-39d2dfc6-413c-4405-a886-e1809efd0ec0-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221111/39d2dfc6-413c-4405-a886-e1809efd0ec0-1KB.html","淮南市","22800000.0","16270000",,
"ah-huainan-3a8d57e6-44b8-4adc-8e69-bd32d8eb2fab-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230302/3a8d57e6-44b8-4adc-8e69-bd32d8eb2fab-1KB.html","淮南市",,"139500","5.8",
"ah-huainan-3c743cd4-8823-4be2-9838-5d057f90b6f2-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230517/3c743cd4-8823-4be2-9838-5d057f90b6f2-1KB.html","淮南市","28840000.0","25422889.10","0",
"ah-huainan-3c75b941-2f16-4474-a424-6a7e510f68e5-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230208/3c75b941-2f16-4474-a424-6a7e510f68e5-1KB.html","淮南市","220000.0","3280000","0",
"ah-huainan-3cec89fc-4698-478e-89c0-afd93d69d283-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230410/3cec89fc-4698-478e-89c0-afd93d69d283-1KB.html","淮南市",,"22734859.74",,
"ah-huainan-3d31a84f-c569-47a9-8282-48643c3a06af-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230510/3d31a84f-c569-47a9-8282-48643c3a06af-1KB.html","淮南市","135000000.0","115029291.97","0.3",
"ah-huainan-3d9a4502-b4d2-47ae-8101-14da8614de56-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230327/3d9a4502-b4d2-47ae-8101-14da8614de56-1KB.html","淮南市","260000000.0","220740458.81","0",
