id,项目名称,网址,zbkzj,k1,kbjj,k2,Date,整数位,小数位,下浮率,rule2,rule2_result,rule3,rule3_result
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/18/art_1229662124_160416.html,1234086.004,0,1105741.06,0,2020/9/18,100,0,10.4,7.999999999999998,2.400000000000002,8.02,2.380000000000001
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/2/26/art_1229661812_158385.html,1285286.999,0,1173467.03,0,2021/2/26,100,0,8.7,8.120000000000001,0.5799999999999983,8.38,0.3199999999999985
A3311011160013159,龙泉市龙渊片区2023年度老旧小区改造工程（一期）监理,http://lssggzy.lishui.gov.cn/art/2023/6/25/art_1229661923_215784.html,1285300.0,0,1156770.0,0,2023/6/25,100,0,10.0,7.9700000000000015,2.0299999999999985,8.4,1.5999999999999996
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/3/15/art_1229661852_132072.html,1307501.998,0,1223821.87,0,2019/3/15,100,0,6.4,7.909999999999998,1.509999999999998,8.85,2.4499999999999993
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/12/17/art_1229661852_132081.html,1326127.996,0,1237277.42,0,2019/12/17,100,0,6.7,8.06,1.3600000000000003,8.9,2.2
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/4/8/art_1229661812_157384.html,1340240.0,0,1251784.16,0,2019/4/8,100,0,6.6,7.990000000000002,1.3900000000000023,8.37,1.7699999999999996
A3311011160012392,浙江省级第八批历史文化村落保护利用重点村项目-黄沙腰镇上定村三期工程,http://lssggzy.lishui.gov.cn/art/2022/12/26/art_1229662124_191275.html,1351229.362,0,1207999.05,0,2022/12/26,100,0,10.6,8.250000000000002,2.349999999999998,8.77,1.83
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/28/art_1229661852_132052.html,1352563.005,0,1251120.78,0,2019/6/28,100,0,7.5,8.09,0.5899999999999999,9.08,1.58
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/4/29/art_1229661956_137271.html,1366495.481,0,1236678.41,0,2020/4/29,100,0,9.5,8.09,1.4100000000000001,8.58,0.9199999999999999
A3311011160011985001001,侨乡青田海溪粉干乡愁产业园场地平整及边坡治理一期项目—边坡治理开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/28/art_1229661956_188526.html,1380451.006,0,1235503.65,0,2022/9/28,100,0,10.5,7.8999999999999995,2.6000000000000005,8.8,1.6999999999999993
A3311011160012238,遂昌县2022-2025 年农村生活污水治理设施提升改造项目（2022 年农村生活污水治理设施 提升改造项目）——新路湾镇蕉川村二村、三村生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/11/30/art_1229662124_188281.html,1390086.895,0,1280270.03,0,2022/11/30,100,0,7.9,8.03,0.129999999999999,8.15,0.25
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/12/27/art_1229661956_137044.html,1421097.732,0,1284672.35,0,2019/12/27,100,0,9.6,7.95,1.6499999999999995,8.86,0.7400000000000002
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/11/20/art_1229661852_132053.html,1434997.998,0,1297238.19,0,2019/11/20,100,0,9.6,8.09,1.5099999999999998,8.39,1.209999999999999
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/3/19/art_1229661852_132076.html,1476331.004,0,1337555.89,0,2019/3/19,100,0,9.4,7.91,1.4900000000000002,8.16,1.2400000000000002
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/7/20/art_1229661989_137295.html,1493218.999,0,1372268.26,0,2020/7/20,100,0,8.1,8.210000000000003,0.11000000000000298,8.89,0.7900000000000009
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/12/19/art_1229661989_137047.html,1517735.005,0,1400869.41,0,2019/12/19,100,0,7.7,8.16,0.45999999999999996,8.42,0.7199999999999998
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/12/13/art_1229661852_132070.html,1609072.002,0,1454601.09,0,2019/12/13,100,0,9.6,8.069999999999999,1.5300000000000011,8.84,0.7599999999999998
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/4/30/art_1229662124_161750.html,1610933.384,0,1480447.78,0,2021/4/30,100,0,8.1,8.02,0.08000000000000007,8.45,0.34999999999999964
A3311011160011343001001,云和县梧桐坑流域综合治理工程监理开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/6/art_1229661989_187990.html,1681272.649,0,1523233.02,0,2022/7/6,100,0,9.4,8.11,1.290000000000001,8.53,0.870000000000001
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/25/art_1229661852_132046.html,1681831.001,0,1528784.38,0,2019/6/25,100,0,9.1,7.77,1.33,9.0,0.09999999999999964
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/4/22/art_1229661956_137173.html,1708147.003,0,1556121.92,0,2020/4/22,100,0,8.9,8.099999999999998,0.8000000000000025,8.57,0.33000000000000007
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/27/art_1229661852_132207.html,1710618.0,0,1599427.83,0,2020/8/27,100,0,6.5,8.3,1.8000000000000007,8.85,2.3499999999999996
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/5/art_1229661852_132082.html,1712344.002,0,1604466.33,0,2019/9/5,100,0,6.3,8.18,1.88,9.0,2.7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/5/29/art_1229661852_132034.html,1729501.004,0,1584222.92,0,2019/5/29,100,0,8.4,8.129999999999999,0.27000000000000135,8.89,0.4900000000000002
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/12/12/art_1229662124_160059.html,1730277.289,0,1602236.77,0,2019/12/12,100,0,7.4,8.24,0.8399999999999999,8.38,0.9800000000000004
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/4/1/art_1229661852_132022.html,1774242.997,0,1616335.37,0,2019/4/1,100,0,8.9,8.030000000000003,0.8699999999999974,8.49,0.41000000000000014
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/7/31/art_1229662124_159829.html,1830565.003,0,1661237.74,0,2019/7/31,100,0,9.25,8.240000000000004,1.0099999999999962,8.61,0.6400000000000006
A3311011160012193,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道范村村至连头村生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/11/23/art_1229662124_188289.html,1868890.517,0,1734330.4,0,2022/11/23,100,0,7.2,8.020000000000001,0.8200000000000012,8.45,1.2499999999999991
A3311011160012240,遂昌县2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）--新路湾镇夹路畈村生活污水处理设施提升改造（零直排）,http://lssggzy.lishui.gov.cn/art/2022/12/5/art_1229662124_189852.html,1898330.811,0,1731277.7,0,2022/12/5,100,0,8.8,7.909999999999999,0.8900000000000015,8.37,0.4300000000000015
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/28/art_1229661852_132139.html,1913628.0,0,1779674.04,0,2020/9/28,100,0,7.0,7.930000000000001,0.9300000000000006,8.96,1.9600000000000009
A3311011160012197,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道同心村至马头村生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/11/29/art_1229662124_188285.html,1938633.205,0,1717629.02,0,2022/11/29,100,0,11.4,8.129999999999999,3.2700000000000014,8.54,2.860000000000001
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/5/art_1229661852_132184.html,1956479.005,0,1790178.29,0,2020/8/5,100,0,8.5,7.949999999999999,0.5500000000000007,8.62,0.11999999999999922
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/15/art_1229662124_160558.html,1963691.998,0,1818378.79,0,2020/6/15,100,0,7.4,8.079999999999998,0.6799999999999979,8.51,1.1099999999999994
A3311011160012855,碧湖派出所业务用房新建项目（二期）,http://lssggzy.lishui.gov.cn/art/2023/4/25/art_1229661852_203418.html,1972792.002,0,1832723.77,0,2023/4/25,100,0,7.1,7.789999999999999,0.6899999999999995,7.93,0.8300000000000001
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/10/13/art_1229662089_160377.html,1984004.556,0,1785604.1,0,2020/10/13,100,0,10.0,7.829999999999999,2.170000000000001,8.84,1.1600000000000001
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/11/art_1229662157_160278.html,1996955.005,0,1867152.93,0,2019/10/11,100,0,6.5,7.92,1.42,8.55,2.0500000000000007
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/7/7/art_1229661852_132157.html,2014640.0,0,1891746.96,0,2020/7/7,100,0,6.1,7.91,1.8100000000000005,8.59,2.49
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/30/art_1229661923_139423.html,2032963.006,0,1819501.89,0,2020/6/30,100,0,10.5,7.82,2.6799999999999997,9.06,1.4399999999999995
A3311011160012669,云和县浮云溪流域综合治理工程（崇头段、城区段）监理,http://lssggzy.lishui.gov.cn/art/2023/3/17/art_1229661989_199231.html,2055178.996,0,1882543.96,0,2023/3/17,100,0,8.4,7.9300000000000015,0.46999999999999886,8.83,0.4299999999999997
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/4/22/art_1229662089_160948.html,2066095.133,0,1867750.0,0,2021/4/22,100,0,9.6,8.029999999999998,1.570000000000002,8.79,0.8100000000000005
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/3/18/art_1229661852_132074.html,2080963.419,0,1947781.76,0,2019/3/18,100,0,6.4,8.35,1.9499999999999993,7.92,1.5199999999999996
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/3/art_1229661923_139616.html,2091568.002,0,1863587.09,0,2020/8/3,100,0,10.9,7.8999999999999995,3.000000000000001,9.02,1.8800000000000008
A3311011160010655,0,http://lssggzy.lishui.gov.cn/art/2021/11/30/art_1229662124_162308.html,2129242.004,0,1975936.58,0,2021/11/30,100,0,7.2,8.07,0.8700000000000001,8.59,1.3899999999999997
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/11/5/art_1229662124_159867.html,2134573.998,0,1991557.54,0,2019/11/5,100,0,6.7,8.320000000000002,1.6200000000000019,8.6,1.8999999999999995
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/11/26/art_1229661989_136945.html,2166386.0,0,2014738.98,0,2019/11/26,100,0,7.0,7.819999999999998,0.8199999999999976,8.23,1.2300000000000004
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/29/art_1229661852_132137.html,2191923.998,0,2023145.85,0,2019/10/29,100,0,7.7,8.119999999999997,0.41999999999999726,8.96,1.2600000000000007
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/1/art_1229661923_139118.html,2195817.831,0,2055285.49,0,2020/6/1,100,0,6.4,8.049999999999999,1.6499999999999986,8.58,2.1799999999999997
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/12/3/art_1229662124_159940.html,2229275.006,0,2013035.33,0,2019/12/3,100,0,9.7,7.999999999999999,1.7000000000000002,8.16,1.5399999999999991
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/7/25/art_1229661852_132069.html,2247427.996,0,2096850.32,0,2019/7/25,100,0,6.7,7.990000000000001,1.290000000000001,8.08,1.38
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/1/9/art_1229662056_140123.html,2257246.002,0,2094724.29,0,2020/1/9,100,0,7.2,7.979999999999999,0.7799999999999985,8.07,0.8700000000000001
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/27/art_1229661852_132114.html,2259708.0,0,2045035.74,0,2019/9/27,100,0,9.5,8.049999999999999,1.450000000000001,8.72,0.7799999999999994
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/16/art_1229661923_139236.html,2286871.998,0,2060471.67,0,2020/6/16,100,0,9.9,8.06,1.8399999999999999,8.18,1.7200000000000006
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/10/art_1229662056_139779.html,2293681.0,0,2064312.9,0,2019/10/10,100,0,10.0,8.149999999999999,1.8500000000000014,8.78,1.2200000000000006
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/5/12/art_1229662089_159931.html,2300610.0,0,2088953.88,0,2020/5/12,100,0,9.2,8.13,1.0699999999999985,8.85,0.34999999999999964
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/30/art_1229661852_132143.html,2328145.005,0,2186128.16,0,2020/9/30,100,0,6.1,8.079999999999998,1.9799999999999986,8.76,2.66
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/12/27/art_1229661852_132090.html,2331595.996,0,2119420.76,0,2019/12/27,100,0,9.1,8.030000000000001,1.0699999999999985,9.1,0.0
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/5/15/art_1229661923_137530.html,2425813.078,0,2277838.48,0,2019/5/15,100,0,6.1,8.120000000000001,2.0200000000000014,8.5,2.4000000000000004
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/24/art_1229661852_132131.html,2453890.0,0,2235493.79,0,2019/10/24,100,0,8.9,8.1,0.8000000000000007,7.94,0.96
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/8/22/art_1229662124_159180.html,2480770.997,0,2300915.1,0,2019/8/22,100,0,7.25,8.129999999999997,0.8799999999999972,8.8,1.5500000000000007
A3311011160011128001001,第九批历史文化（传统）村落保护利用重点村建设——遂昌县蔡源乡蔡和村（一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/24/art_1229662124_187752.html,2511326.0,0,2272750.03,0,2022/5/24,100,0,9.5,8.100000000000001,1.3999999999999986,9.05,0.4499999999999993
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/11/art_1229661852_132126.html,2529688.004,0,2332372.34,0,2019/10/11,100,0,7.8,7.949999999999999,0.14999999999999947,8.17,0.3700000000000001
A3311011160010579,0,http://lssggzy.lishui.gov.cn/art/2021/10/29/art_1229662124_162067.html,2538849.922,0,2269731.83,0,2021/10/29,100,0,10.6,8.33,2.2699999999999996,8.82,1.7799999999999994
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/14/art_1229661852_132038.html,2549910.0,0,2384165.85,0,2019/6/14,100,0,6.5,7.990000000000003,1.4900000000000029,8.84,2.34
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/7/8/art_1229661923_137896.html,2561004.004,0,2340757.66,0,2019/7/8,100,0,8.6,8.19,0.41000000000000014,8.12,0.4800000000000004
A3311011160010860004001,浙江省级第八批历史文化村落保护利用重点村项目-黄沙腰镇上定村二期工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/1/14/art_1229662124_187592.html,2565811.003,0,2378506.8,0,2022/1/14,100,0,7.3,8.030000000000001,0.7300000000000013,8.54,1.2399999999999993
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/9/art_1229661956_136985.html,2622154.0,0,2438603.22,0,2019/10/9,100,0,7.0,8.240000000000002,1.240000000000002,9.11,2.1099999999999994
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/7/28/art_1229662124_160859.html,2650904.002,0,2470642.53,0,2020/7/28,100,0,6.8,7.9300000000000015,1.1300000000000017,8.83,2.0300000000000002
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/11/12/art_1229661852_132188.html,2657026.002,0,2465720.13,0,2020/11/12,100,0,7.2,8.120000000000001,0.9200000000000008,8.73,1.5300000000000002
A3311011160012558,遂昌县公共安全保障服务中心二期项目,http://lssggzy.lishui.gov.cn/art/2023/2/9/art_1229662124_193892.html,2673949.28,0,2377140.91,0,2023/2/9,100,0,11.1,8.050000000000002,3.049999999999997,8.59,2.51
A3311011160011579001001,遂昌县第七批（2019年度）历史文化村落保护利用重点村项目—王村口镇桥西村风貌提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/27/art_1229662124_187939.html,2693048.002,0,2412971.01,0,2022/7/27,100,0,10.4,8.040000000000001,2.3599999999999994,8.14,2.26
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/28/art_1229662124_160649.html,2694890.0,0,2508942.59,0,2020/9/28,100,0,6.9,8.07,1.17,8.5,1.5999999999999996
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/6/art_1229662089_159212.html,2731229.956,0,2510000.33,0,2019/6/6,100,0,8.1,8.200000000000001,0.10000000000000142,8.06,0.03999999999999915
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/3/19/art_1229661852_132078.html,2776047.003,0,2528978.82,0,2019/3/19,100,0,8.9,8.170000000000002,0.7299999999999986,8.15,0.75
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/4/art_1229662124_159265.html,2788625.005,0,2596209.88,0,2019/9/4,100,0,6.9,8.370000000000001,1.4700000000000006,8.41,1.5099999999999998
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/4/27/art_1229661956_137207.html,2796096.0,0,2558427.84,0,2020/4/27,100,0,8.5,8.17,0.33000000000000007,8.09,0.41000000000000014
A3311011160011280001001,遂昌县三仁畲族乡上簟地质灾害安置小区出让地块基础设施项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/14/art_1229662124_187793.html,2820912.0,0,2595239.04,0,2022/6/14,100,0,8.0,8.040000000000001,0.040000000000000924,8.22,0.22000000000000064
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/9/art_1229661923_138318.html,2862428.384,0,2621984.4,0,2019/10/9,100,0,8.4,8.090000000000003,0.30999999999999694,8.1,0.3000000000000007
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/7/6/art_1229662089_160862.html,2880123.639,0,2698675.85,0,2021/7/6,100,0,6.3,8.120000000000001,1.8200000000000012,8.03,1.7299999999999995
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/11/18/art_1229662124_161197.html,2906786.997,0,2729472.99,0,2020/11/18,100,0,6.1,8.170000000000002,2.070000000000002,8.97,2.870000000000001
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/11/art_1229662124_159677.html,2924774.004,0,2731738.92,0,2019/6/11,100,0,6.6,8.110000000000003,1.5100000000000033,8.12,1.5199999999999996
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/3/art_1229662056_139233.html,2928122.999,0,2743651.25,0,2019/6/3,100,0,6.3,8.299999999999999,1.9999999999999991,8.82,2.5200000000000005
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/8/art_1229661923_139176.html,2936064.882,0,2748156.73,0,2020/6/8,100,0,6.4,8.04,1.6399999999999988,8.94,2.539999999999999
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/16/art_1229661956_137397.html,2938842.882,0,2650836.28,0,2020/6/16,100,0,9.8,8.08,1.7200000000000006,8.91,0.8900000000000006
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/18/art_1229661923_139384.html,2963447.768,0,2761933.32,0,2020/8/18,100,0,6.8,8.049999999999999,1.2499999999999991,8.12,1.3199999999999994
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/3/art_1229661923_139515.html,2969257.116,0,2728747.29,0,2020/9/3,100,0,8.1,7.949999999999999,0.15000000000000036,8.77,0.6699999999999999
