id,项目名称,网址,ZBKZJ,k1,kbjj,k2,Date,整数位,小数位
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/4/29/art_1229661956_137271.html,1366495.481,0.905,1236678.41,0,2020/4/29,9,5
A3311011160011985001001,侨乡青田海溪粉干乡愁产业园场地平整及边坡治理一期项目—边坡治理开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/28/art_1229661956_188526.html,1380451.006,0.895,1235503.65,0,2022/9/28,10,5
A3311011160012238,遂昌县2022-2025 年农村生活污水治理设施提升改造项目（2022 年农村生活污水治理设施 提升改造项目）——新路湾镇蕉川村二村、三村生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/11/30/art_1229662124_188281.html,1390086.895,0.921,1280270.03,0,2022/11/30,7,9
A3311011160012173,遂昌县金竹镇叶村至高坪乡岱岭农村道路改建工程(弃土场变更),http://lssggzy.lishui.gov.cn/art/2022/11/14/art_1229662124_188292.html,1417730.876,0.97,1375198.95,0,2022/11/14,3,0
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/12/27/art_1229661956_137044.html,1421097.732,0.904,1284672.35,0,2019/12/27,9,6
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/11/20/art_1229661852_132053.html,1434997.998,0.904,1297238.19,0,2019/11/20,9,6
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/3/19/art_1229661852_132076.html,1476331.004,0.906,1337555.89,0,2019/3/19,9,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/7/20/art_1229661989_137295.html,1493218.999,0.919,1372268.26,0,2020/7/20,8,1
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/12/19/art_1229661989_137047.html,1517735.005,0.923,1400869.41,0,2019/12/19,7,7
A3311011160012582,浙江九龙山国家级自然保护区管护巡护及生态网络感知系统监测体系建设项目-黄坛淤保护站,http://lssggzy.lishui.gov.cn/art/2023/3/9/art_1229662124_195847.html,1579400.971,0.947,1495692.72,0,2023/3/9,5,3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/12/13/art_1229661852_132070.html,1609072.002,0.904,1454601.09,0,2019/12/13,9,6
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/4/30/art_1229662124_161750.html,1610933.384,0.919,1480447.78,0,2021/4/30,8,1
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/9/art_1229661989_137521.html,1652167.001,0.807,1333298.77,0,2020/9/9,19,3
A3311011160011343001001,云和县梧桐坑流域综合治理工程监理开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/6/art_1229661989_187990.html,1681272.649,0.906,1523233.02,0,2022/7/6,9,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/25/art_1229661852_132046.html,1681831.001,0.909,1528784.38,0,2019/6/25,9,1
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/4/22/art_1229661956_137173.html,1708147.003,0.911,1556121.92,0,2020/4/22,8,9
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/27/art_1229661852_132207.html,1710618.0,0.935,1599427.83,0,2020/8/27,6,5
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/5/art_1229661852_132082.html,1712344.002,0.937,1604466.33,0,2019/9/5,6,3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/5/29/art_1229661852_132034.html,1729501.004,0.916,1584222.92,0,2019/5/29,8,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/12/12/art_1229662124_160059.html,1730277.289,0.926,1602236.77,0,2019/12/12,7,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/8/6/art_1229662124_159079.html,1730939.004,0.944,1634006.42,0,2019/8/6,5,6
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/3/24/art_1229662124_161501.html,1752604.566,0.957,1677242.57,0,2021/3/24,4,3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/4/1/art_1229661852_132022.html,1774242.997,0.911,1616335.37,0,2019/4/1,8,9
A3311011160011322001001,云和县大庆寺北侧道路工程一标段开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/13/art_1229661989_187917.html,1815615.995,0.844,1532379.9,0,2022/6/13,15,6
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/7/31/art_1229662124_159829.html,1830565.003,0.908,1661237.74,0,2019/7/31,9,2
A3311011160012193,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道范村村至连头村生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/11/23/art_1229662124_188289.html,1868890.517,0.928,1734330.4,0,2022/11/23,7,2
A3311011160012240,遂昌县2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）--新路湾镇夹路畈村生活污水处理设施提升改造（零直排）,http://lssggzy.lishui.gov.cn/art/2022/12/5/art_1229662124_189852.html,1898330.811,0.912,1731277.7,0,2022/12/5,8,8
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/28/art_1229661852_132139.html,1913628.0,0.93,1779674.04,0,2020/9/28,7,0
A3311011160012197,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道同心村至马头村生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/11/29/art_1229662124_188285.html,1938633.205,0.886,1717629.02,0,2022/11/29,11,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/5/art_1229661852_132184.html,1956479.005,0.915,1790178.29,0,2020/8/5,8,5
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/15/art_1229662124_160558.html,1963691.998,0.926,1818378.79,0,2020/6/15,7,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/25/art_1229661852_132048.html,1968119.0,0.94,1850031.86,0,2019/6/25,6,0
A3311011160012855,碧湖派出所业务用房新建项目（二期）,http://lssggzy.lishui.gov.cn/art/2023/4/25/art_1229661852_203418.html,1972792.002,0.929,1832723.77,0,2023/4/25,7,1
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/10/13/art_1229662089_160377.html,1984004.556,0.9,1785604.1,0,2020/10/13,10,0
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/11/art_1229662157_160278.html,1996955.005,0.935,1867152.93,0,2019/10/11,6,5
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/7/7/art_1229661852_132157.html,2014640.0,0.939,1891746.96,0,2020/7/7,6,1
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/30/art_1229661923_139423.html,2032963.006,0.895,1819501.89,0,2020/6/30,10,5
A3311011160012669,云和县浮云溪流域综合治理工程（崇头段、城区段）监理,http://lssggzy.lishui.gov.cn/art/2023/3/17/art_1229661989_199231.html,2055178.996,0.916,1882543.96,0,2023/3/17,8,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/4/22/art_1229662089_160948.html,2066095.133,0.904,1867750.0,0,2021/4/22,9,6
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/3/18/art_1229661852_132074.html,2080963.419,0.936,1947781.76,0,2019/3/18,6,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/3/art_1229661923_139616.html,2091568.002,0.891,1863587.09,0,2020/8/3,10,9
A3311011160010655,0,http://lssggzy.lishui.gov.cn/art/2021/11/30/art_1229662124_162308.html,2129242.004,0.928,1975936.58,0,2021/11/30,7,2
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/11/5/art_1229662124_159867.html,2134573.998,0.933,1991557.54,0,2019/11/5,6,7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/19/art_1229661852_132102.html,2152465.0,0.942,2027622.03,0,2019/9/19,5,8
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/11/26/art_1229661989_136945.html,2166386.0,0.93,2014738.98,0,2019/11/26,7,0
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/29/art_1229661852_132137.html,2191923.998,0.923,2023145.85,0,2019/10/29,7,7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/1/art_1229661923_139118.html,2195817.831,0.936,2055285.49,0,2020/6/1,6,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/12/3/art_1229662124_159940.html,2229275.006,0.903,2013035.33,0,2019/12/3,9,7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/9/art_1229661852_132119.html,2230260.0,0.951,2120977.26,0,2019/10/9,4,9
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/7/25/art_1229661852_132069.html,2247427.996,0.933,2096850.32,0,2019/7/25,6,7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/1/9/art_1229662056_140123.html,2257246.002,0.928,2094724.29,0,2020/1/9,7,2
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/27/art_1229661852_132114.html,2259708.0,0.905,2045035.74,0,2019/9/27,9,5
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/16/art_1229661923_139236.html,2286871.998,0.901,2060471.67,0,2020/6/16,9,9
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/10/art_1229662056_139779.html,2293681.0,0.9,2064312.9,0,2019/10/10,10,0
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/5/12/art_1229662089_159931.html,2300610.0,0.908,2088953.88,0,2020/5/12,9,2
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/5/5/art_1229662157_160380.html,2303300.0,0.944,2174315.2,0,2019/5/5,5,6
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/30/art_1229661852_132143.html,2328145.005,0.939,2186128.16,0,2020/9/30,6,1
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/12/27/art_1229661852_132090.html,2331595.996,0.909,2119420.76,0,2019/12/27,9,1
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/5/15/art_1229661923_137530.html,2425813.078,0.939,2277838.48,0,2019/5/15,6,1
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/24/art_1229661852_132131.html,2453890.0,0.911,2235493.79,0,2019/10/24,8,9
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/8/22/art_1229662124_159180.html,2480770.997,0.928,2300915.1,0,2019/8/22,7,2
A3311011160011128001001,第九批历史文化（传统）村落保护利用重点村建设——遂昌县蔡源乡蔡和村（一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/24/art_1229662124_187752.html,2511326.0,0.905,2272750.03,0,2022/5/24,9,5
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/11/art_1229661852_132126.html,2529688.004,0.922,2332372.34,0,2019/10/11,7,8
A3311011160010579,0,http://lssggzy.lishui.gov.cn/art/2021/10/29/art_1229662124_162067.html,2538849.922,0.894,2269731.83,0,2021/10/29,10,6
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/14/art_1229661852_132038.html,2549910.0,0.935,2384165.85,0,2019/6/14,6,5
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/7/8/art_1229661923_137896.html,2561004.004,0.914,2340757.66,0,2019/7/8,8,6
A3311011160010860004001,浙江省级第八批历史文化村落保护利用重点村项目-黄沙腰镇上定村二期工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/1/14/art_1229662124_187592.html,2565811.003,0.927,2378506.8,0,2022/1/14,7,3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/9/art_1229661956_136985.html,2622154.0,0.93,2438603.22,0,2019/10/9,7,0
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/17/art_1229661923_139356.html,2647315.058,0.955,2528185.88,0,2020/8/17,4,5
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/7/28/art_1229662124_160859.html,2650904.002,0.932,2470642.53,0,2020/7/28,6,8
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/11/12/art_1229661852_132188.html,2657026.002,0.928,2465720.13,0,2020/11/12,7,2
A3311011160012558,遂昌县公共安全保障服务中心二期项目,http://lssggzy.lishui.gov.cn/art/2023/2/9/art_1229662124_193892.html,2673949.28,0.889,2377140.91,0,2023/2/9,11,1
A3311011160011579001001,遂昌县第七批（2019年度）历史文化村落保护利用重点村项目—王村口镇桥西村风貌提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/27/art_1229662124_187939.html,2693048.002,0.896,2412971.01,0,2022/7/27,10,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/28/art_1229662124_160649.html,2694890.0,0.931,2508942.59,0,2020/9/28,6,9
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/6/art_1229662089_159212.html,2731229.956,0.919,2510000.33,0,2019/6/6,8,1
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/16/art_1229661852_132094.html,2743779.004,0.944,2590127.38,0,2019/9/16,5,6
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/3/19/art_1229661852_132078.html,2776047.003,0.911,2528978.82,0,2019/3/19,8,9
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/4/art_1229662124_159265.html,2788625.005,0.931,2596209.88,0,2019/9/4,6,9
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/4/27/art_1229661956_137207.html,2796096.0,0.915,2558427.84,0,2020/4/27,8,5
A3311011160011280001001,遂昌县三仁畲族乡上簟地质灾害安置小区出让地块基础设施项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/14/art_1229662124_187793.html,2820912.0,0.92,2595239.04,0,2022/6/14,8,0
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/9/art_1229661923_138318.html,2862428.384,0.916,2621984.4,0,2019/10/9,8,4
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/7/6/art_1229662089_160862.html,2880123.639,0.937,2698675.85,0,2021/7/6,6,3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/11/18/art_1229662124_161197.html,2906786.997,0.939,2729472.99,0,2020/11/18,6,1
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/11/art_1229662124_159677.html,2924774.004,0.934,2731738.92,0,2019/6/11,6,6
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/3/art_1229662056_139233.html,2928122.999,0.937,2743651.25,0,2019/6/3,6,3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/8/art_1229661923_139176.html,2936064.882,0.936,2748156.73,0,2020/6/8,6,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/16/art_1229661956_137397.html,2938842.882,0.902,2650836.28,0,2020/6/16,9,8
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/18/art_1229661923_139384.html,2963447.768,0.932,2761933.32,0,2020/8/18,6,8
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/3/art_1229661923_139515.html,2969257.116,0.919,2728747.29,0,2020/9/3,8,1
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/7/30/art_1229661923_139587.html,2973917.095,0.902,2682473.22,0,2020/7/30,9,8
A3311011160011384001001,青田县应急物资储备仓项目—边坡治理工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/22/art_1229661956_188475.html,3021466.815,0.923,2788813.87,0,2022/6/22,7,7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/25/art_1229661923_137793.html,3029782.0,0.905,2741952.71,0,2019/6/25,9,5
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/2/26/art_1229661852_132062.html,3043929.189,0.912,2776063.42,0,2019/2/26,8,8
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/19/art_1229661923_139412.html,3063317.807,0.935,2864202.15,0,2020/8/19,6,5
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/2/art_1229662124_160388.html,3067695.0,0.92,2822279.4,0,2020/6/2,8,0
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/27/art_1229662124_159507.html,3101365.996,0.924,2865662.18,0,2019/9/27,7,6
A3311011160010655,0,http://lssggzy.lishui.gov.cn/art/2021/11/29/art_1229662089_161232.html,3176913.333,0.888,2821099.04,0,2021/11/29,11,2
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/3/17/art_1229661852_132105.html,3188771.998,0.926,2952802.87,0,2020/3/17,7,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/12/21/art_1229662124_161259.html,3199731.998,0.921,2946953.17,0,2020/12/21,7,9
A3311011160013077,云和县大坪安置区道路工程（一标段）,http://lssggzy.lishui.gov.cn/art/2023/6/14/art_1229661989_215024.html,3204192.144,0.933,2989511.27,0,2023/6/14,6,7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/11/art_1229661923_138347.html,3243636.279,0.876,2841425.38,0,2019/10/11,12,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/7/16/art_1229661923_139524.html,3247158.457,0.933,3029598.84,0,2020/7/16,6,7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/4/7/art_1229661923_138853.html,3265195.947,0.95,3101936.15,0,2020/4/7,5,0
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/26/art_1229662157_160195.html,3295404.002,0.947,3120747.59,0,2019/9/26,5,3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/1/14/art_1229661852_132097.html,3300158.002,0.946,3121949.47,0,2020/1/14,5,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/19/art_1229661812_157992.html,3304131.996,0.937,3095971.68,0,2020/8/19,6,3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/3/18/art_1229661923_138729.html,3315271.28,0.883,2927384.54,0,2020/3/18,11,7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/1/14/art_1229661923_138668.html,3357455.794,0.932,3129148.8,0,2020/1/14,6,8
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/16/art_1229661923_139579.html,3393287.495,0.946,3210049.97,0,2020/9/16,5,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/17/art_1229661852_132196.html,3396605.696,0.913,3101101.0,0,2020/8/17,8,7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/7/28/art_1229661852_132178.html,3396605.739,0.941,3196206.0,0,2020/7/28,5,9
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/5/29/art_1229661923_137597.html,3481288.002,0.896,3119234.05,0,2019/5/29,10,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/8/9/art_1229661923_138029.html,3502893.001,0.933,3268199.17,0,2019/8/9,6,7
