id,source_website_address,city,zbkzj,kbjj,k1,k2,project_type,下浮率,rule1,rule1_result,rule2,rule2_result,rule3,rule3_result,rule4,rule4_result
ah-chizhou-07e9e15bd0ce49c7baa9f80bc33c5af7,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/07e9e15bd0ce49c7baa9f80bc33c5af7,池州市,8730058.85,8118081.73,0,0,公路工程,7.010000000000005,16.209999999999994,9.199999999999989,5.400000000000006,1.6099999999999994,6.2,0.8100000000000049,8.88,1.8699999999999957
ah-chizhou-088faf6b90424a4594d632998e9fe3d5,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/088faf6b90424a4594d632998e9fe3d5,池州市,13437250.68,12688218.05,0,0,建筑工程,5.569999999999993,16.599999999999994,11.030000000000001,5.200000000000003,0.36999999999999034,6.7,1.130000000000007,9.07,3.500000000000007
ah-chizhou-092b3d93bd9d4613bbd1b641e1a9c3a6,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/092b3d93bd9d4613bbd1b641e1a9c3a6,池州市,5664106.42,5037373.04,0,0,市政公用工程,11.069999999999993,18.430000000000007,7.360000000000014,5.689999999999998,5.3799999999999955,5.9,5.169999999999993,9.58,1.489999999999993
ah-chizhou-0b4c8080bd0448698b77d117800024cb,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/0b4c8080bd0448698b77d117800024cb,池州市,1915946.64,1775699.36,0,0,市政公用工程,7.319999999999993,18.430000000000007,11.110000000000014,5.920000000000002,1.3999999999999915,6.8,0.5199999999999934,9.94,2.6200000000000063
ah-chizhou-0d688424ca4446639eacd8992a8cdb77,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/0d688424ca4446639eacd8992a8cdb77,池州市,5055475.07,4570402.24,0,0,公路工程,9.590000000000003,16.209999999999994,6.61999999999999,6.3799999999999955,3.210000000000008,6.2,3.3900000000000032,9.27,0.32000000000000384
ah-chizhou-0dca01fce8fb40cea726a6385e11018f,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/0dca01fce8fb40cea726a6385e11018f,池州市,808988.85,767649.52,0,0,建筑工程,5.109999999999999,16.28,11.170000000000002,6.0,0.8900000000000006,6.2,1.0900000000000007,9.14,4.030000000000001
ah-chizhou-0de562c68dfb4ebea81e762283431005,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/0de562c68dfb4ebea81e762283431005,池州市,4214252.6,3736651.35,0,0,市政公用工程,11.329999999999998,18.430000000000007,7.1000000000000085,5.799999999999997,5.530000000000001,6.4,4.929999999999998,9.77,1.5599999999999987
ah-chizhou-0deffd659687404d87b04705280b381b,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/0deffd659687404d87b04705280b381b,池州市,4724108.21,4144601.86,0,0,建筑工程,12.269999999999996,18.430000000000007,6.160000000000011,6.280000000000001,5.989999999999995,6.3,5.969999999999996,9.93,2.3399999999999963
ah-chizhou-0e2662233c704bbf9cddfdcd8c9426ca,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/0e2662233c704bbf9cddfdcd8c9426ca,池州市,4725164.62,4416327.86,0,0,市政公用工程,6.540000000000006,15.319999999999993,8.779999999999987,5.290000000000006,1.25,6.4,0.1400000000000059,8.63,2.0899999999999945
ah-chizhou-0e6cd94888bf4b18a19db4b0545ffaf8,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/0e6cd94888bf4b18a19db4b0545ffaf8,池州市,22387156.2,21109297.32,0,0,建筑工程,5.709999999999994,16.28,10.570000000000007,5.799999999999997,0.09000000000000341,6.2,0.49000000000000643,9.06,3.3500000000000068
ah-chizhou-0f3b851191b54363ba8c5646cbd29f9d,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/0f3b851191b54363ba8c5646cbd29f9d,池州市,17615792.79,16460534.14,0,0,公路工程,6.560000000000002,18.430000000000007,11.870000000000005,5.400000000000006,1.1599999999999966,7.0,0.4399999999999977,9.79,3.229999999999997
ah-chizhou-0fcfac56076042b092e99cca80b2f92b,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/0fcfac56076042b092e99cca80b2f92b,池州市,5819088.2,5056787.65,0,0,建筑工程,13.099999999999994,15.780000000000001,2.680000000000007,5.799999999999997,7.299999999999997,6.0,7.099999999999994,8.85,4.249999999999995
ah-chizhou-10ad739bc3694f57b721cf16479b8f88,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/10ad739bc3694f57b721cf16479b8f88,池州市,702014.03,670423.4,0,0,,4.5,18.430000000000007,13.930000000000007,6.099999999999994,1.5999999999999943,6.9,2.4000000000000004,10.04,5.539999999999999
ah-chizhou-11136f9e1b804305b8d93b9701905780,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/11136f9e1b804305b8d93b9701905780,池州市,15683564.74,15468989.85,0.3,0,水利水电工程,1.3700000000000045,18.430000000000007,17.060000000000002,6.0,4.6299999999999955,6.4,5.029999999999996,9.85,8.479999999999995
ah-chizhou-12ff179416c94472ad016ee70197516a,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/12ff179416c94472ad016ee70197516a,池州市,4010829.74,3813876.78,0,0,建筑工程,4.909999999999997,15.280000000000001,10.370000000000005,6.099999999999994,1.1899999999999977,7.1,2.190000000000003,9.15,4.240000000000004
ah-chizhou-139ffde044874caf8d4811f8aaf30ba8,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/139ffde044874caf8d4811f8aaf30ba8,池州市,6407434.13,6088343.91,0,0,建筑工程,4.980000000000004,16.599999999999994,11.61999999999999,5.290000000000006,0.3100000000000023,6.1,1.1199999999999957,8.93,3.9499999999999957
ah-chizhou-142f2d5ea17047b48a819f8c62eaa9da,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/142f2d5ea17047b48a819f8c62eaa9da,池州市,1431609.53,1371725.31,8.2,0,建筑工程,4.180000000000007,15.319999999999993,11.139999999999986,5.689999999999998,1.509999999999991,6.2,2.0199999999999934,8.73,4.549999999999994
ah-chizhou-144d7fc77717462684e44cc9bf0b4599,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/144d7fc77717462684e44cc9bf0b4599,池州市,9920135.04,9580573.93,0,0,水利水电工程,3.4200000000000017,16.599999999999994,13.179999999999993,5.689999999999998,2.269999999999996,6.6,3.179999999999998,9.24,5.8199999999999985
ah-chizhou-145934d7294443bbab16fca2bc47d11c,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/145934d7294443bbab16fca2bc47d11c,池州市,3731000.0,3444520.0,0,0,建筑工程,7.680000000000007,16.599999999999994,8.919999999999987,5.799999999999997,1.8800000000000097,6.5,1.1800000000000068,9.25,1.5699999999999932
ah-chizhou-158975fddd6e42cbabc0361379137687,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/158975fddd6e42cbabc0361379137687,池州市,7559790.7,7153183.96,9.5,0,建筑工程,5.3799999999999955,18.430000000000007,13.050000000000011,5.0,0.37999999999999545,6.6,1.2200000000000042,9.51,4.130000000000004
ah-chizhou-1661ce0d902a41e686064050b2b78b20,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/1661ce0d902a41e686064050b2b78b20,池州市,3657912.02,3344081.36,0,0,公路工程,8.579999999999998,18.430000000000007,9.850000000000009,6.0,2.5799999999999983,5.9,2.679999999999998,9.7,1.120000000000001
ah-chizhou-166e313a52ec40c9b11d48760e083fa6,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/166e313a52ec40c9b11d48760e083fa6,池州市,12960620.19,12262082.78,0.3,0,水利水电工程,5.390000000000001,15.780000000000001,10.39,5.5,0.10999999999999943,6.4,1.0099999999999998,8.85,3.459999999999999
ah-chizhou-175e437f35154c66b348c206797b374e,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/175e437f35154c66b348c206797b374e,池州市,2469716.04,2282759.46,0,0,公路工程,7.569999999999993,18.430000000000007,10.860000000000014,5.689999999999998,1.8799999999999955,7.2,0.369999999999993,9.97,2.4000000000000075
ah-chizhou-1918248a52454964b02e6d60729f726e,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/1918248a52454964b02e6d60729f726e,池州市,4495089.38,4289439.05,0,0,水利水电工程,4.569999999999993,18.430000000000007,13.860000000000014,5.290000000000006,0.7200000000000131,6.7,2.130000000000007,9.66,5.090000000000007
ah-chizhou-1ab06aa765374736b42a40ca0b72860e,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/1ab06aa765374736b42a40ca0b72860e,池州市,165923.04,153810.66,0,0,建筑工程,7.299999999999997,16.28,8.980000000000004,6.099999999999994,1.2000000000000028,6.7,0.599999999999997,9.33,2.030000000000003
ah-chizhou-1b0e64b4a12d444f955b57648bc8311e,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/1b0e64b4a12d444f955b57648bc8311e,池州市,19418685.93,17744688.4,0,0,建筑工程,8.620000000000005,18.430000000000007,9.810000000000002,5.5,3.1200000000000045,6.1,2.520000000000005,9.56,0.939999999999996
ah-chizhou-1b73ea3e16234af8aa54e4cee4bd33c2,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/1b73ea3e16234af8aa54e4cee4bd33c2,池州市,6192723.15,5891137.53,0,0,建筑工程,4.8700000000000045,16.599999999999994,11.72999999999999,6.280000000000001,1.4099999999999966,6.7,1.8299999999999956,9.5,4.6299999999999955
ah-chizhou-1c3fef169c3a4d238653f9691d1e83f6,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/1c3fef169c3a4d238653f9691d1e83f6,池州市,5601113.71,5158625.73,0,0,水利水电工程,7.900000000000006,16.599999999999994,8.699999999999989,5.290000000000006,2.6099999999999994,6.4,1.5000000000000053,9.02,1.119999999999994
ah-chizhou-1c4758c9aba440e5967703660d98d285,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/1c4758c9aba440e5967703660d98d285,池州市,4900212.61,4657847.13,0,0,市政公用工程,4.950000000000003,18.430000000000007,13.480000000000004,5.099999999999994,0.14999999999999147,6.0,1.0499999999999972,9.37,4.419999999999996
ah-chizhou-1cc5da94f3034c7692b35b3ac35a38c6,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/1cc5da94f3034c7692b35b3ac35a38c6,池州市,1922719.06,1819084.5,0,0,公路工程,5.390000000000001,13.099999999999994,7.709999999999994,5.609999999999999,0.21999999999999886,6.9,1.5099999999999998,8.24,2.8499999999999996
ah-chizhou-1d10b1e2f4af4be9a14a9595c6996e7d,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/1d10b1e2f4af4be9a14a9595c6996e7d,池州市,10964959.53,10789419.3,0.1,0,水利水电工程,1.5999999999999943,16.599999999999994,15.0,6.099999999999994,4.5,6.6,5.000000000000005,9.4,7.800000000000006
ah-chizhou-1d872d99e8474719a72c72ccf627dcd2,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/1d872d99e8474719a72c72ccf627dcd2,池州市,11638174.84,10971784.82,0,0,市政公用工程,5.730000000000004,16.209999999999994,10.47999999999999,6.540000000000006,0.8100000000000023,6.6,0.8699999999999957,9.46,3.729999999999997
ah-chizhou-1db046cdc96d48339681e59d88caa8da,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/1db046cdc96d48339681e59d88caa8da,池州市,6019063.96,5533020.37,0,0,公路工程,8.079999999999998,16.599999999999994,8.519999999999996,5.609999999999999,2.469999999999999,6.3,1.7799999999999985,9.11,1.0300000000000011
ah-chizhou-1fc066baee454e7881b275d3b7497cf7,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/1fc066baee454e7881b275d3b7497cf7,池州市,6775565.63,6574331.33,0,0,水利水电工程,2.969999999999999,14.980000000000004,12.010000000000005,5.920000000000002,2.950000000000003,7.1,4.130000000000001,8.99,6.020000000000001
ah-chizhou-20807db4df1a415a903c35d4368a666b,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/20807db4df1a415a903c35d4368a666b,池州市,44704210.49,44057275.67,0,0,水利水电工程,1.4500000000000028,15.780000000000001,14.329999999999998,6.599999999999994,5.1499999999999915,6.8,5.349999999999997,9.41,7.959999999999997
ah-chizhou-231fd7973f7848d2944afadcb2ceb073,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/231fd7973f7848d2944afadcb2ceb073,池州市,6606645.19,6264619.17,0,0,水利水电工程,5.180000000000007,16.599999999999994,11.419999999999987,6.189999999999998,1.009999999999991,6.5,1.3199999999999932,9.41,4.229999999999993
ah-chizhou-2367365576684e49ba957a40e717b6fb,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/2367365576684e49ba957a40e717b6fb,池州市,64110985.67,60919468.56,0,0,建筑工程,4.980000000000004,15.780000000000001,10.799999999999997,6.099999999999994,1.1199999999999903,6.9,1.9199999999999964,9.24,4.259999999999996
ah-chizhou-24371fe80e2d4245b9e65c903cf41398,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/24371fe80e2d4245b9e65c903cf41398,池州市,13423322.28,12920887.33,0,0,建筑工程,3.739999999999995,16.599999999999994,12.86,5.689999999999998,1.9500000000000028,6.4,2.6600000000000055,9.18,5.440000000000005
ah-chizhou-25203f64c9db439598d380a0c6578da0,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/25203f64c9db439598d380a0c6578da0,池州市,209234247.32,194797084.25,0,0,建筑工程,6.900000000000006,16.209999999999994,9.309999999999988,5.920000000000002,0.980000000000004,6.5,0.4000000000000057,9.18,2.279999999999994
ah-chizhou-25ce3a3ceb3048afbdb3f57057eea4d6,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/25ce3a3ceb3048afbdb3f57057eea4d6,池州市,41978590.91,39590288.7,0,0,建筑工程,5.689999999999998,16.209999999999994,10.519999999999996,5.290000000000006,0.3999999999999915,6.9,1.2100000000000026,9.05,3.360000000000003
ah-chizhou-267715d57ac045f9adfd49bbe1b64410,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/267715d57ac045f9adfd49bbe1b64410,池州市,1549125.91,1296928.21,0,0,公路工程,16.28,15.780000000000001,0.5,6.099999999999994,10.180000000000007,7.2,9.080000000000002,9.33,6.950000000000001
ah-chizhou-269ebbbf2e2c4a30ab1c2644ac7c7847,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/269ebbbf2e2c4a30ab1c2644ac7c7847,池州市,4373371.91,4266967.77,0,0,水利水电工程,2.430000000000007,18.430000000000007,16.0,6.700000000000003,4.269999999999996,6.6,4.169999999999993,10.19,7.759999999999993
ah-chizhou-26be39b9661947dca6c2fdd2fc6721f9,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/26be39b9661947dca6c2fdd2fc6721f9,池州市,8311803.98,7691812.78,0,0,市政公用工程,7.459999999999994,16.599999999999994,9.14,5.920000000000002,1.539999999999992,7.0,0.45999999999999375,9.45,1.9900000000000055
ah-chizhou-279712fef7084048bd1f01dbb15d76c7,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/279712fef7084048bd1f01dbb15d76c7,池州市,3422345.01,2967857.59,0,0,建筑工程,13.280000000000001,16.209999999999994,2.9299999999999926,5.609999999999999,7.670000000000002,6.5,6.780000000000001,9.06,4.220000000000001
ah-chizhou-2946a6d451804cbdaa27d0e1ec351be9,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/2946a6d451804cbdaa27d0e1ec351be9,池州市,8238508.08,7811323.31,0,0,市政公用工程,5.189999999999998,14.870000000000005,9.680000000000007,5.099999999999994,0.09000000000000341,6.2,1.0100000000000025,8.36,3.1700000000000017
ah-chizhou-2aee03f4781f47219557e7bbb72820c6,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/2aee03f4781f47219557e7bbb72820c6,池州市,8952235.76,8323273.29,0,0,市政公用工程,7.030000000000001,16.28,9.25,5.920000000000002,1.1099999999999994,7.0,0.030000000000001137,9.35,2.3199999999999985
ah-chizhou-2afc4f0af56c4a9faf8378aa96d694e8,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/2afc4f0af56c4a9faf8378aa96d694e8,池州市,7162286.13,6834969.65,0,0,建筑工程,4.569999999999993,15.319999999999993,10.75,5.689999999999998,1.1200000000000045,6.5,1.9300000000000068,8.82,4.250000000000007
ah-chizhou-2b334bc17b5f41a4aa255712f4f365c2,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/2b334bc17b5f41a4aa255712f4f365c2,池州市,10196443.51,9480082.16,0,0,市政公用工程,7.030000000000001,13.780000000000001,6.75,5.609999999999999,1.4200000000000017,6.9,0.13000000000000078,8.45,1.4199999999999982
ah-chizhou-2be16fde18b1429f8a1b230fa14c9e4e,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/2be16fde18b1429f8a1b230fa14c9e4e,池州市,235320842.06,214141965.0,0,0,建筑工程,9.0,16.28,7.280000000000001,5.609999999999999,3.3900000000000006,6.6,2.4000000000000004,9.11,0.10999999999999943
ah-chizhou-2be2bdde6aed45f1bf32d9450790dd94,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/2be2bdde6aed45f1bf32d9450790dd94,池州市,31820798.08,31305257.74,0,0,水利水电工程,1.6200000000000045,16.599999999999994,14.97999999999999,5.920000000000002,4.299999999999997,7.1,5.479999999999995,9.48,7.859999999999996
ah-chizhou-2d4444a300d94c398abd027b47516d61,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/2d4444a300d94c398abd027b47516d61,池州市,8015212.2,7316421.96,0,0,水利水电工程,8.719999999999999,15.780000000000001,7.060000000000002,5.5,3.219999999999999,6.8,1.919999999999999,8.97,0.2500000000000018
ah-chizhou-2d605fc008d74e7e8917d28550838295,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/2d605fc008d74e7e8917d28550838295,池州市,1527951.38,1436275.0,0,0,建筑工程,6.0,15.780000000000001,9.780000000000001,6.099999999999994,0.09999999999999432,6.4,0.40000000000000036,9.09,3.09
ah-chizhou-2db239e79f0e4dc5a3e2bb650a65c100,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/2db239e79f0e4dc5a3e2bb650a65c100,池州市,3899185.29,3769342.42,0,0,公路工程,3.3299999999999983,16.209999999999994,12.879999999999995,6.099999999999994,2.769999999999996,6.7,3.370000000000002,9.31,5.980000000000002
ah-chizhou-2e02f5e174f848e09bb9bab0a3ac71a1,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/2e02f5e174f848e09bb9bab0a3ac71a1,池州市,10661077.26,10403356.37,0.2,0,水利水电工程,2.4200000000000017,15.319999999999993,12.899999999999991,6.3799999999999955,3.9599999999999937,7.1,4.679999999999998,9.28,6.859999999999998
ah-chizhou-2f58e806f0f0424d83497c5400a694ed,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/2f58e806f0f0424d83497c5400a694ed,池州市,30626054.79,28850133.15,0,0,建筑工程,5.799999999999997,16.599999999999994,10.799999999999997,6.099999999999994,0.29999999999999716,6.7,0.900000000000003,9.43,3.6300000000000026
ah-chizhou-2fe5ded1189a43158a3be80840287b3c,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/2fe5ded1189a43158a3be80840287b3c,池州市,8213927.32,7493541.24,0,0,市政公用工程,8.769999999999996,18.430000000000007,9.66000000000001,5.609999999999999,3.1599999999999966,6.1,2.6699999999999964,9.6,0.8300000000000036
ah-chizhou-316190a3bbb64756b82211865922ae3c,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/316190a3bbb64756b82211865922ae3c,池州市,4015699.3,3634047.24,10.9,0,市政公用工程,9.5,15.319999999999993,5.819999999999993,6.189999999999998,3.3100000000000023,6.2,3.3,8.93,0.5700000000000003
ah-chizhou-31af782771f748f1860d05294a51aff0,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/31af782771f748f1860d05294a51aff0,池州市,5197611.69,4355078.84,0,0,公路工程,16.209999999999994,16.28,0.07000000000000739,5.609999999999999,10.599999999999994,6.8,9.409999999999993,9.17,7.039999999999994
ah-chizhou-31b94ffd3ada4a50a6d068af35c76c73,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/31b94ffd3ada4a50a6d068af35c76c73,池州市,2790090.78,2562140.36,0,0,公路工程,8.170000000000002,15.780000000000001,7.609999999999999,5.799999999999997,2.3700000000000045,6.8,1.3700000000000019,9.09,0.9199999999999982
ah-chizhou-31bfbc191e7f4b508c6c59199dce097e,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/31bfbc191e7f4b508c6c59199dce097e,池州市,15804100.0,15192620.0,0,0,市政公用工程,3.8700000000000045,18.430000000000007,14.560000000000002,6.0,2.1299999999999955,6.4,2.529999999999996,9.85,5.979999999999995
ah-chizhou-348caa997eca4d54bb862cb1dd2c7671,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/348caa997eca4d54bb862cb1dd2c7671,池州市,8167717.4,7471319.57,0,0,市政公用工程,8.530000000000001,18.430000000000007,9.900000000000006,5.5,3.030000000000001,6.3,2.2300000000000013,9.62,1.089999999999998
ah-chizhou-349a5b0d1d1a4080bcd740c893fbafc7,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/349a5b0d1d1a4080bcd740c893fbafc7,池州市,17947171.36,16102454.23,0,0,,10.280000000000001,14.439999999999998,4.159999999999997,6.280000000000001,4.0,6.6,3.6800000000000015,8.82,1.4600000000000009
ah-chizhou-35925e6b40004bf7b767e53eae151122,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/35925e6b40004bf7b767e53eae151122,池州市,10256114.18,9366909.07,0,0,市政公用工程,8.670000000000002,16.28,7.609999999999999,5.609999999999999,3.0600000000000023,6.3,2.370000000000002,9.02,0.34999999999999787
ah-chizhou-35ca2702b5734588a06d874bbdf6e8c6,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/35ca2702b5734588a06d874bbdf6e8c6,池州市,8817940.0,8720000.0,0,0,,1.1099999999999994,16.209999999999994,15.099999999999994,6.599999999999994,5.489999999999995,6.1,4.99,9.33,8.22
ah-chizhou-36ff5c6abc2b477e96a246cf5ef02b77,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/36ff5c6abc2b477e96a246cf5ef02b77,池州市,5530117.97,5234211.29,0,0,公路工程,5.349999999999994,16.28,10.930000000000007,5.920000000000002,0.5700000000000074,6.2,0.8500000000000059,9.11,3.760000000000005
ah-chizhou-375166f079df4d7bbc80dc3388c74e8b,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/375166f079df4d7bbc80dc3388c74e8b,池州市,348654985.79,300605721.49,0,0,公路工程,13.780000000000001,18.430000000000007,4.650000000000006,6.8799999999999955,6.900000000000006,6.1,7.6800000000000015,10.11,3.6700000000000017
ah-chizhou-38cb69746f774302ab7ddf9ea7a3fac2,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/38cb69746f774302ab7ddf9ea7a3fac2,池州市,33543065.65,30921629.45,0,0,市政公用工程,7.819999999999993,16.28,8.460000000000008,6.189999999999998,1.6299999999999955,6.2,1.619999999999993,9.22,1.4000000000000075
ah-chizhou-3973ae696e7d474ea372917606cdade8,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/3973ae696e7d474ea372917606cdade8,池州市,8337302.39,8122700.23,0,0,建筑工程,2.569999999999993,16.28,13.710000000000008,5.920000000000002,3.3500000000000085,7.1,4.5300000000000065,9.38,6.810000000000008
ah-chizhou-399d51ac382b4e138b9b67ec8c53b648,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/399d51ac382b4e138b9b67ec8c53b648,池州市,136653399.64,116336953.45,0,0,公路工程,14.870000000000005,16.599999999999994,1.7299999999999898,5.609999999999999,9.260000000000005,6.1,8.770000000000005,9.05,5.820000000000004
ah-chizhou-3a8cfba6f8d749f7a47becc5c3b4c6cf,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/3a8cfba6f8d749f7a47becc5c3b4c6cf,池州市,27089933.79,25857169.26,0,0,建筑工程,4.549999999999997,16.599999999999994,12.049999999999997,6.099999999999994,1.5499999999999972,6.5,1.9500000000000028,9.37,4.820000000000002
ah-chizhou-3b930c1f86214722b86cff2744443e34,https://ggj.chizhou.gov.cn/front/bidcontent/9005001004/3b930c1f86214722b86cff2744443e34,池州市,31422400.0,29851280.0,0,0,市政公用工程,5.0,15.780000000000001,10.780000000000001,5.5,0.5,6.6,1.5999999999999996,8.91,3.91
