"id","county","classify","project_type","zbkzj","k1","k2","kbjj","publish_time","source_website_address","numbers_bidders","trade_method"
"ah-huainan-2ddcd17f-02d1-4b54-ba50-e8e995d20db9-1KB","寿县","工程建设","水利水电工程","3463236.25","0.1","-2","3249208.25","20/2/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230220/2ddcd17f-02d1-4b54-ba50-e8e995d20db9-1KB.html","134","公开招标"
"ah-huainan-2e35884d-08f6-409e-9c31-32aab519089a-1KB",,"工程建设",,,"0.4","0.98",,"27/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230627/2e35884d-08f6-409e-9c31-32aab519089a-1KB.html","181",
"ah-huainan-2ec0055f-08ff-42b6-9a39-40ff17ba91d8-1KB","市级","工程建设","建筑工程","12000000.0","0",,"10704513.30","7/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221107/2ec0055f-08ff-42b6-9a39-40ff17ba91d8-1KB.html","163","公开招标"
"ah-huainan-3068def8-7b0c-429c-82d1-157767001433-1KB","寿县","工程建设","建筑工程","9000000.0",,,"1.1","9/2/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230209/3068def8-7b0c-429c-82d1-157767001433-1KB.html","15","公开招标"
"ah-huainan-318abb85-01be-4fda-8df2-6ce6df00878a-1KB","凤台县","工程建设",,,"0",,,"14/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230614/318abb85-01be-4fda-8df2-6ce6df00878a-1KB.html","9","公开招标"
"ah-huainan-333a47bf-4e03-4dd4-acdd-80284cdfd8ab","寿县","工程建设","建筑工程","1279138.11",,,"1229800.66","10/12/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211210/333a47bf-4e03-4dd4-acdd-80284cdfd8ab.html","3","邀请招标"
"ah-huainan-33b67741-1bdd-4e1f-ba52-889877f11389-1KB","寿县","工程建设","市政公用工程","4832203.41","0.5","0.92","4210637.09","17/1/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230117/33b67741-1bdd-4e1f-ba52-889877f11389-1KB.html","151","公开招标"
"ah-huainan-341ef2e5-3ecd-4b70-bec1-e918cf0e8e72-1KB","凤台县","工程建设",,,"0",,,"14/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230614/341ef2e5-3ecd-4b70-bec1-e918cf0e8e72-1KB.html","5","公开招标"
"ah-huainan-3454fba4-e646-43a9-a2d9-b2cd1ec2bb4f-1KB","寿县","工程建设","建筑工程","5449815.22","0.4","0.98","5088492.47","9/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230609/3454fba4-e646-43a9-a2d9-b2cd1ec2bb4f-1KB.html","175","公开招标"
"ah-huainan-34b6ba2b-b78f-4aef-b2b9-2b7f3206deea-1KB",,"工程建设",,,"0.4","0.98",,"27/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230627/34b6ba2b-b78f-4aef-b2b9-2b7f3206deea-1KB.html","180",
"ah-huainan-34dfc11a-d912-43ec-973e-e8714923fec2-1KB",,"工程建设",,,"0.5","0.96",,"27/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230627/34dfc11a-d912-43ec-973e-e8714923fec2-1KB.html","181",
"ah-huainan-351bd651-de8f-4698-b22e-81c9ee57b045","凤台县","工程建设","建筑工程",,"100",,"3150000.00","30/7/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20210730/351bd651-de8f-4698-b22e-81c9ee57b045.html","40","公开招标"
"ah-huainan-35cf1124-02fd-4921-b897-f8bbf5bd0753",,"工程建设","公路工程","3006654.00",,,"3005605.05","7/9/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20210907/35cf1124-02fd-4921-b897-f8bbf5bd0753.html","3","邀请招标"
"ah-huainan-36bd2538-1dcb-4a56-b26c-f7a87d5e587f-1KB","凤台县","工程建设","水利水电工程","1800000.0","0",,"1620000.00","9/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230509/36bd2538-1dcb-4a56-b26c-f7a87d5e587f-1KB.html","17","公开招标"
"ah-huainan-37e02bf0-e216-4d50-a161-d1e4b61d46e4-1KB","凤台县","工程建设","公路工程","38000000.0","0",,"9146218.19","20/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230420/37e02bf0-e216-4d50-a161-d1e4b61d46e4-1KB.html","513","公开招标"
"ah-huainan-37ecffef-c8e9-42c3-9ab5-c3ecffd33850-1KB",,"工程建设",,,,,,"27/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230627/37ecffef-c8e9-42c3-9ab5-c3ecffd33850-1KB.html","23",
"ah-huainan-39294b59-406e-4fc4-9bca-6b6a6aefb9cd-1KB","寿县","工程建设","建筑工程","92792269.02",,,"84138539.44","21/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230621/39294b59-406e-4fc4-9bca-6b6a6aefb9cd-1KB.html","69","公开招标"
"ah-huainan-39d2dfc6-413c-4405-a886-e1809efd0ec0-1KB","寿县","工程建设","市政公用工程","22800000.0",,,"16270000","11/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221111/39d2dfc6-413c-4405-a886-e1809efd0ec0-1KB.html","31","公开招标"
"ah-huainan-3a8d57e6-44b8-4adc-8e69-bd32d8eb2fab-1KB","寿县","工程建设",,,"5.8",,"139500","2/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230302/3a8d57e6-44b8-4adc-8e69-bd32d8eb2fab-1KB.html","29","公开招标"
"ah-huainan-3c743cd4-8823-4be2-9838-5d057f90b6f2-1KB","市级","工程建设","建筑智能化工程（施工）","28840000.0","0",,"25422889.10","17/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230517/3c743cd4-8823-4be2-9838-5d057f90b6f2-1KB.html","48","公开招标"
"ah-huainan-3c75b941-2f16-4474-a424-6a7e510f68e5-1KB","寿县","工程建设","建筑工程","3500000.0","0",,"3280000","8/2/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230208/3c75b941-2f16-4474-a424-6a7e510f68e5-1KB.html","7","公开招标"
"ah-huainan-3ca41e55-7db5-45db-93e8-50c0c232db24-1KB",,"工程建设",,,"0",,,"29/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230629/3ca41e55-7db5-45db-93e8-50c0c232db24-1KB.html","72",
"ah-huainan-3cec89fc-4698-478e-89c0-afd93d69d283-1KB","市级","工程建设","公路工程",,,,"22734859.74","10/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230410/3cec89fc-4698-478e-89c0-afd93d69d283-1KB.html","12","公开招标"
"ah-huainan-3d31a84f-c569-47a9-8282-48643c3a06af-1KB","凤台县","工程建设","水利水电工程","135000000.0","0.3",,"115029291.97","10/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230510/3d31a84f-c569-47a9-8282-48643c3a06af-1KB.html","21","公开招标"
"ah-huainan-3d9a4502-b4d2-47ae-8101-14da8614de56-1KB",,"工程建设","市政公用工程","260000000.0","0",,"220740458.81","27/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230327/3d9a4502-b4d2-47ae-8101-14da8614de56-1KB.html","18","公开招标"
"ah-huainan-3db8c690-21fd-4ffa-92cb-152b0629c35f-1KB","寿县","工程建设","建筑工程",,"-9.4","-9.8","1207788.00","4/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230504/3db8c690-21fd-4ffa-92cb-152b0629c35f-1KB.html","46","公开招标"
"ah-huainan-3e898097-780e-4520-9d8a-7d94bc277152-1KB","寿县","工程建设","建筑工程","18945816.44","0.45","0.97","16983217.29","8/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221108/3e898097-780e-4520-9d8a-7d94bc277152-1KB.html","107","公开招标"
"ah-huainan-3ea1a125-7285-47f3-8215-8c0efee7812c","寿县","工程建设","建筑工程","4412537.80","-5.2","-8.4","4103660.15","12/10/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211012/3ea1a125-7285-47f3-8215-8c0efee7812c.html","231","公开招标"
"ah-huainan-3fa7e1ed-14dc-479b-b71e-24793b8ad222","市级","工程建设",,"3995500.73","0",,"3995500.73","18/8/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211026/3fa7e1ed-14dc-479b-b71e-24793b8ad222.html","305","公开招标"
"ah-huainan-3fcba090-4b28-4dda-9fae-831d1682a3d1","寿县","工程建设","建筑工程","10847117.89","-7.8","-11.2","9816150.86","30/9/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211104/3fcba090-4b28-4dda-9fae-831d1682a3d1.html","734","公开招标"
"ah-huainan-3fddaf77-dbb5-4c81-b190-f5221a1ab782",,"工程建设",,,"0",,"211800.00","27/8/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211103/3fddaf77-dbb5-4c81-b190-f5221a1ab782.html","19","公开招标"
"ah-huainan-3fe0a9f5-1bed-4a23-98cb-59702fc1bd16-1KB","市级","工程建设","建筑工程","173411500.0","0",,"168081623.00","6/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230406/3fe0a9f5-1bed-4a23-98cb-59702fc1bd16-1KB.html","11","公开招标"
"ah-huainan-40067203-8890-4a04-9ddd-ab398b98e1a3-1KB","市级","工程建设","建筑工程",,"0",,"3885720.75","12/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230412/40067203-8890-4a04-9ddd-ab398b98e1a3-1KB.html","46","公开招标"
"ah-huainan-400b32d5-90c6-463c-ad5f-855846120ea3-1KB","市级","工程建设",,,"0.4",,"3976798.33","9/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230509/400b32d5-90c6-463c-ad5f-855846120ea3-1KB.html","102","公开招标"
"ah-huainan-411d49df-cd2d-4de2-8926-e1881eb983a9-1KB","市级","工程建设","建筑工程","521863000.0","0",,"510486475","9/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230509/411d49df-cd2d-4de2-8926-e1881eb983a9-1KB.html","12","公开招标"
"ah-huainan-4133cf35-eab9-4ef0-8025-1b589c7eeae1-1KB","寿县","工程建设","市政公用工程","411311017.3",,,"336083433.32","28/2/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230228/4133cf35-eab9-4ef0-8025-1b589c7eeae1-1KB.html","98","公开招标"
"ah-huainan-4288227e-9d59-4ffd-a9b5-3c84f5cfdbbf-1KB",,"工程建设",,,"0.4","0.98",,"27/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230627/4288227e-9d59-4ffd-a9b5-3c84f5cfdbbf-1KB.html","181",
"ah-huainan-43641dc7-f6b9-4646-b296-efcb34c0f7f3-1KB","寿县","工程建设","市政公用工程","45932293.66","-12.8","-11.4","40280607.41","9/2/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230209/43641dc7-f6b9-4646-b296-efcb34c0f7f3-1KB.html","187","公开招标"
"ah-huainan-44fd0235-a145-4a12-974c-888d33763290-1KB","寿县","工程建设","建筑工程","4203417.44","0.4","0.98","2991085.12","14/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230614/44fd0235-a145-4a12-974c-888d33763290-1KB.html","180","公开招标"
"ah-huainan-452ede5d-3f6b-4e9a-bde9-6f84668c140b-1KB","市级","工程建设","公路工程",,"0",,"8101974.82","8/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230508/452ede5d-3f6b-4e9a-bde9-6f84668c140b-1KB.html","299","公开招标"
"ah-huainan-4712d2b4-d298-4f8c-b418-148659de34c5-1KB","市级","工程建设","建筑工程","104000000.0","6",,"95994926.00","28/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230328/4712d2b4-d298-4f8c-b418-148659de34c5-1KB.html","13","公开招标"
"ah-huainan-47cf2d9d-5508-497e-9672-b3492af40837-1KB","凤台县","工程建设","公路工程","32000000.0","0",,"29667819.51","7/2/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230207/47cf2d9d-5508-497e-9672-b3492af40837-1KB.html","23","公开招标"
"ah-huainan-486b904c-24c9-48c5-9155-e9294da21eb1-1KB","凤台县","工程建设","市政公用工程",,"100",,"36738472.20","15/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20221115/486b904c-24c9-48c5-9155-e9294da21eb1-1KB.html","16","公开招标"
"ah-huainan-491d5d5a-5cb8-47fd-8a43-73b9dbe64bfa-1KB","寿县","工程建设","建筑工程","4272732.25","0.6","0.94","3895816.26","4/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230404/491d5d5a-5cb8-47fd-8a43-73b9dbe64bfa-1KB.html","172","公开招标"
"ah-huainan-4a17ba32-7fb6-4788-97fa-6cd1dc015ca0-1KB","寿县","工程建设",,"10000000",,,"9760000","2/2/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230202/4a17ba32-7fb6-4788-97fa-6cd1dc015ca0-1KB.html","5","公开招标"
"ah-huainan-4a37f417-3b2d-4619-b9a7-f4851e7b80aa-1KB","寿县","工程建设",,"1.1",,,"1.06","19/12/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221219/4a37f417-3b2d-4619-b9a7-f4851e7b80aa-1KB.html","20","公开招标"
"ah-huainan-4a513eb4-5be8-4a2a-a85a-029758a6f534-1KB","寿县","工程建设","建筑工程",,,,"29.20","17/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230517/4a513eb4-5be8-4a2a-a85a-029758a6f534-1KB.html","38","公开招标"
"ah-huainan-4bc68221-41b7-46b1-a9e6-f3f538ca1d99-1KB","市级","工程建设","水利水电工程","6700000.0","0.2",,"6466750.69","7/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230607/4bc68221-41b7-46b1-a9e6-f3f538ca1d99-1KB.html","520","公开招标"
"ah-huainan-4c870d8c-6486-4e6e-9757-ea0f50e708da","寿县","工程建设","水利水电工程","8298499.36","0.3","-2","7878595.29","9/9/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211102/4c870d8c-6486-4e6e-9757-ea0f50e708da.html","507","公开招标"
"ah-huainan-4cc0b031-c56c-46e3-9c0e-89b60242c9df-1KB",,"工程建设",,,"0",,,"24/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230624/4cc0b031-c56c-46e3-9c0e-89b60242c9df-1KB.html","20","公开招标"
"ah-huainan-4e57e652-1389-477f-bcaf-37743015accd-1KB","凤台县","工程建设",,,"0",,,"14/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230614/4e57e652-1389-477f-bcaf-37743015accd-1KB.html","4","公开招标"
"ah-huainan-4ef6b78b-e4c7-4eee-bd7d-cbfffa83b1fa-1KB","市级","工程建设","建筑工程","4820000.0","0",,"4338138.92","6/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230606/4ef6b78b-e4c7-4eee-bd7d-cbfffa83b1fa-1KB.html","103","公开招标"
"ah-huainan-4f44ec6a-07b0-4040-8a6d-91a5babc029e-1KB",,"工程建设",,,"0",,,"25/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230625/4f44ec6a-07b0-4040-8a6d-91a5babc029e-1KB.html","54","公开招标"
"ah-huainan-4f8d3290-927e-4dbc-9661-4a3979f12caa-1KB","凤台县","工程建设","工程类","6910000.0","0",,"6281318.89","5/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230505/4f8d3290-927e-4dbc-9661-4a3979f12caa-1KB.html","30","公开招标"
"ah-huainan-4fe5f1af-6941-4e90-a877-431a9c31e8c7-1KB","寿县","工程建设","公路工程","2746292.75","-8.6","-11.8","2463301.43","30/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230530/4fe5f1af-6941-4e90-a877-431a9c31e8c7-1KB.html","255","公开招标"
"ah-huainan-5046ffef-d76d-4c2c-8e4d-f1c913f5bec8-1KB","市级","工程建设","水利水电工程","6700000.0","0.3",,"3526183.09","7/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230607/5046ffef-d76d-4c2c-8e4d-f1c913f5bec8-1KB.html","515","公开招标"
"ah-huainan-5161c621-4203-4f91-b18e-008b33073d61-1KB","凤台县","工程建设",,,"0",,,"1/12/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20221201/5161c621-4203-4f91-b18e-008b33073d61-1KB.html","14","公开招标"
"ah-huainan-52564fa8-328c-4eed-ab68-5747d0f0f14f-1KB","寿县","工程建设","公路工程","2398841.37","-8","-9.4","2190032.67","6/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230406/52564fa8-328c-4eed-ab68-5747d0f0f14f-1KB.html","321","公开招标"
"ah-huainan-528afb2f-f70b-4c84-8a9a-16754113b03a-1KB","市级","工程建设","建筑工程","524695700.0",,,"503708300.00","21/2/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230221/528afb2f-f70b-4c84-8a9a-16754113b03a-1KB.html","20","公开招标"
"ah-huainan-52b7e987-657a-4459-8f8e-9fb93ddb48fd-1KB","市级","工程建设","建筑工程","3118795000000.0",,,"296285525","10/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230324/52b7e987-657a-4459-8f8e-9fb93ddb48fd-1KB.html","6","公开招标"
"ah-huainan-52e9140a-ffdc-4fae-89ce-4410447aa318-1KB","寿县","工程建设","建筑工程","156465500.0",,,"140918950.00","4/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230504/52e9140a-ffdc-4fae-89ce-4410447aa318-1KB.html","25","公开招标"
"ah-huainan-5357e22f-f1fb-4c7c-af1f-1c4386f05b46-1KB","市级","工程建设","建筑工程","25622780.68","0",,"23982922.72","23/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230523/5357e22f-f1fb-4c7c-af1f-1c4386f05b46-1KB.html","47","公开招标"
"ah-huainan-535eff66-1f71-4323-9bb1-69ac7ff2d0a4","市级","工程建设","建筑工程","400","0",,"3970065.00","30/11/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211130/535eff66-1f71-4323-9bb1-69ac7ff2d0a4.html","24","公开招标"
"ah-huainan-53e3e782-742f-4e85-b8ba-8252901da32c-1KB","寿县","工程建设","水利水电工程","5163226.87","0.2",,"4775313.64","10/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230410/53e3e782-742f-4e85-b8ba-8252901da32c-1KB.html","354","公开招标"
"ah-huainan-54a06c1d-ff3b-4a89-ab9b-430c8a943e9d-1KB","寿县","工程建设",,"3677940.00","-9","-14.8","3210900","8/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230608/54a06c1d-ff3b-4a89-ab9b-430c8a943e9d-1KB.html","49","公开招标"
"ah-huainan-54aabe24-8352-4e0e-8871-b64b8b72b097","寿县","工程建设","建筑工程","105790757.08","-11.2","-14.8","91825926.89","8/9/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20210908/54aabe24-8352-4e0e-8871-b64b8b72b097.html","134","公开招标"
"ah-huainan-55086b7f-beb6-436b-a402-d771e12a61b6-1KB",,"工程建设","市政公用工程","1000000000.0",,,"886144283.52","17/10/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221017/55086b7f-beb6-436b-a402-d771e12a61b6-1KB.html","33","公开招标"
"ah-huainan-554a9708-52a2-4d30-8c48-86b1ea3f60af","寿县","工程建设","市政公用工程","14318354.97","-12.2","-12.4","12556569.46","8/10/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211111/554a9708-52a2-4d30-8c48-86b1ea3f60af.html","827","公开招标"
"ah-huainan-5564fc32-01a3-4e51-b86d-bcba445a4b2c-1KB",,"工程建设","建筑工程",,,,"2026395.11","11/1/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230111/5564fc32-01a3-4e51-b86d-bcba445a4b2c-1KB.html","19","公开招标"
"ah-huainan-56d94e07-c0b9-4132-82ca-b3b959c84270-1KB","凤台县","工程建设","建筑工程",,"0",,"691159376.53","25/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230425/56d94e07-c0b9-4132-82ca-b3b959c84270-1KB.html","16","公开招标"
"ah-huainan-570f9ad7-937c-443d-a94d-3534992d52e6","寿县","工程建设","水利水电工程","8298499.36","0.3","-2","7878595.29","9/9/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211102/570f9ad7-937c-443d-a94d-3534992d52e6.html","529","公开招标"
"ah-huainan-583319ec-a81f-4cf8-9302-a850326672b2-1KB","寿县","工程建设","水利水电工程","5000000.0",,,"4000000","17/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230417/583319ec-a81f-4cf8-9302-a850326672b2-1KB.html","10","公开招标"
"ah-huainan-58576921-f8ec-44d2-a25d-1c20f10eb17f-1KB",,"工程建设","市政公用工程",,"0",,"1118000.00","27/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230327/58576921-f8ec-44d2-a25d-1c20f10eb17f-1KB.html","24","公开招标"
"ah-huainan-586dc36b-50f7-4cb5-87f5-1275f9433fb8-1KB","寿县","工程建设","公路工程","1450166.49","-12.6","-10.2","1284783.27","20/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230420/586dc36b-50f7-4cb5-87f5-1275f9433fb8-1KB.html","268","公开招标"
"ah-huainan-59437015-2a3d-43a8-b1a1-16dc4aa4e552-1KB","市级","工程建设","建筑工程",,"0",,"1684928.70","24/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230424/59437015-2a3d-43a8-b1a1-16dc4aa4e552-1KB.html","35","公开招标"
"ah-huainan-5af6116e-2738-4448-9528-069f111fc5e0-1KB","寿县","工程建设",,"20460000","-11","-14.2","18004800","18/1/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230118/5af6116e-2738-4448-9528-069f111fc5e0-1KB.html","41","公开招标"
"ah-huainan-5bf05aa3-33d7-4b4b-a409-d71de0f6cc27-1KB","市级","工程建设","建筑工程",,,,"363843.48","7/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230607/5bf05aa3-33d7-4b4b-a409-d71de0f6cc27-1KB.html","14","公开招标"
"ah-huainan-5c022c2b-af51-4ee4-8258-e4d0bc3910ad-1KB","寿县","工程建设","建筑工程","15050000.00",,,"14790050","30/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230330/5c022c2b-af51-4ee4-8258-e4d0bc3910ad-1KB.html","5","公开招标"
"ah-huainan-5c2ba22c-4676-4059-9a7b-30a316c07c80-1KB",,"工程建设","公路工程",,"0",,"221009541.47","28/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230328/5c2ba22c-4676-4059-9a7b-30a316c07c80-1KB.html","30","公开招标"
"ah-huainan-5d31f47a-0167-4aa2-a943-431e419cf473-1KB","凤台县","工程建设","工程货物类","22400000.0","0",,"13017920","24/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230524/5d31f47a-0167-4aa2-a943-431e419cf473-1KB.html","27","公开招标"
"ah-huainan-5d7efc8e-6e36-4b69-b06d-9a18887d584e-1KB","市级","工程建设","建筑工程","14000000.0","0",,"9140451.01","10/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230510/5d7efc8e-6e36-4b69-b06d-9a18887d584e-1KB.html","41","公开招标"
"ah-huainan-5dab4ade-f9f5-4857-89f5-fa82f76ba392-1KB","寿县","工程建设","建筑工程","5076708.64","0.4","0.95","4585283.24","6/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230406/5dab4ade-f9f5-4857-89f5-fa82f76ba392-1KB.html","169","公开招标"
"ah-huainan-6045b323-aeff-4367-9ac6-66a0e954d340-1KB","寿县","工程建设","公路工程","7606568.21","0.45","0.96","6900677.76","27/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230327/6045b323-aeff-4367-9ac6-66a0e954d340-1KB.html","157","公开招标"
"ah-huainan-609e19d0-8af5-4e8f-b8a1-655f558f42a7-1KB","市级","工程建设","建筑工程","822000000.0","0",,"374218300.00","6/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230406/609e19d0-8af5-4e8f-b8a1-655f558f42a7-1KB.html","31","公开招标"
"ah-huainan-61713641-ac5f-47bb-81fb-1c2c54c2042f-1KB","市级","工程建设","市政公用工程","55328100.00000001","0",,"54447196.60","8/12/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221208/61713641-ac5f-47bb-81fb-1c2c54c2042f-1KB.html","3","公开招标"
"ah-huainan-619d6e97-c5a7-4694-aa17-bef75a9f50ef-1KB","市级","工程建设","建筑工程","230000000.0","0",,"182295037.65","1/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221101/619d6e97-c5a7-4694-aa17-bef75a9f50ef-1KB.html","39","公开招标"
"ah-huainan-61ec2cce-8ddc-498b-b9cb-19f0a81b7988","市级","工程建设","水利水电工程",,"0.4",,"10026627.27","24/8/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211026/61ec2cce-8ddc-498b-b9cb-19f0a81b7988.html","73","公开招标"
